,dir_name,img_file,bound_left,bound_top,bound_right,bound_bot,pan,roll,tilt,anger,joy,sorrow,surprise
30303,170524_1030_101/,G0018385.jpg,1730,878,1783,941,0.2913883626461029,-1.724714279174805,-11.048479080200195,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30304,170524_1030_101/,G0018385.jpg,2740,1582,2867,1730,27.088476181030273,-1.342226505279541,-17.12330436706543,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30305,170524_1030_101/,G0018385.jpg,743,1297,857,1430,8.926904678344727,-0.3478435575962067,-3.67467212677002,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30306,170524_1030_101/,G0018385.jpg,1430,1325,1547,1461,32.558223724365234,-1.314960479736328,-7.9541401863098145,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30307,170524_1030_101/,G0018385.jpg,2376,1054,2450,1140,8.797232627868652,-10.963096618652344,4.9044013023376465,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30308,170524_1030_101/,G0018385.jpg,3284,1400,3390,1523,8.856707572937012,18.47080993652344,-20.9913387298584,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30309,170524_1030_101/,G0018385.jpg,2199,966,2269,1047,10.188665390014648,-18.400562286376953,-9.770837783813477,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30310,170524_1030_101/,G0018385.jpg,1040,928,1119,1021,11.146814346313477,-30.29132080078125,-7.107909679412843,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30311,170524_1030_101/,G0018385.jpg,3623,991,3702,1082,-4.973683834075928,-1.5654115676879885,3.5906994342803955,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30312,170524_1030_101/,G0018385.jpg,863,1143,955,1250,2.2795088291168213,-7.4347968101501465,-20.48018455505371,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30313,170524_1030_101/,G0018385.jpg,555,2075,763,2317,29.61618804931641,-24.70107841491699,2.787843942642212,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30314,170524_1030_101/,G0018386.jpg,1811,964,1874,1037,15.289508819580078,-5.309499740600586,1.6020092964172363,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30315,170524_1030_101/,G0018386.jpg,1937,1101,2007,1183,6.57606315612793,-5.188573837280273,-3.839133262634277,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30316,170524_1030_101/,G0018386.jpg,2344,955,2401,1021,14.733861923217773,-1.806744933128357,-3.4427106380462646,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30317,170524_1030_101/,G0018386.jpg,2738,1582,2864,1728,21.56633949279785,-0.19258514046669006,-16.796701431274414,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30318,170524_1030_101/,G0018386.jpg,1728,880,1782,942,6.193910121917725,-1.4695583581924438,-7.900418281555176,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30319,170524_1030_101/,G0018386.jpg,738,1297,853,1431,13.652362823486328,-0.7300941944122314,-3.7593491077423096,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30320,170524_1030_101/,G0018386.jpg,2377,1055,2450,1140,7.637320518493652,-11.237947463989258,4.5161094665527335,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30321,170524_1030_101/,G0018386.jpg,3625,989,3703,1081,-4.326282978057861,-5.3319854736328125,-0.1999215930700302,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30322,170524_1030_101/,G0018386.jpg,2199,964,2271,1048,5.954073905944824,-18.09573554992676,-9.94727897644043,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30323,170524_1030_101/,G0018386.jpg,1422,1332,1535,1464,47.82040023803711,-0.2674195170402527,-0.8671488165855408,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30324,170524_1030_101/,G0018386.jpg,1355,1045,1422,1122,-1.2284610271453855,-2.253594398498535,1.942457675933838,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30325,170524_1030_101/,G0018386.jpg,864,1148,954,1252,4.28831958770752,-4.546330451965332,-16.80988883972168,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30326,170524_1030_101/,G0018386.jpg,266,1361,375,1489,25.97243690490723,0.7041234970092773,-14.041086196899414,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30327,170524_1030_101/,G0018387.jpg,1938,1101,2008,1183,5.464040756225586,-5.662710189819336,-3.8917288780212402,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30328,170524_1030_101/,G0018387.jpg,743,1297,857,1430,10.582304954528807,0.08957212418317795,-7.109501361846924,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30329,170524_1030_101/,G0018387.jpg,1801,966,1864,1039,7.323188304901122,-5.935657501220702,-2.1790382862091064,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30330,170524_1030_101/,G0018387.jpg,2738,1580,2866,1729,28.74229621887207,1.1017746925354004,-17.239656448364258,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30331,170524_1030_101/,G0018387.jpg,2378,1054,2451,1139,5.629121780395508,-10.760537147521973,2.935295820236206,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30332,170524_1030_101/,G0018387.jpg,2202,966,2274,1050,-0.3049173355102539,-15.002596855163574,-9.623543739318848,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30333,170524_1030_101/,G0018387.jpg,2350,953,2411,1024,12.79415798187256,3.0726637840271,-7.1615824699401855,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30334,170524_1030_101/,G0018387.jpg,1417,1333,1532,1466,52.01253128051758,-0.11314429342746735,1.2272891998291016,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30335,170524_1030_101/,G0018387.jpg,867,1148,955,1251,0.5205767154693604,-8.374447822570799,-17.851409912109375,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30336,170524_1030_101/,G0018387.jpg,262,1359,374,1489,26.623136520385746,-0.08978178352117537,-13.150266647338867,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30337,170524_1030_101/,G0018387.jpg,2849,1101,2922,1185,43.29958724975586,42.17302703857422,-25.862998962402344,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30338,170524_1030_101/,G0018388.jpg,1938,1100,2010,1185,7.310081958770753,-6.754534721374513,-1.153182864189148,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30339,170524_1030_101/,G0018388.jpg,2349,954,2406,1020,3.928622961044312,-1.0282366275787354,-10.881619453430176,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30340,170524_1030_101/,G0018388.jpg,2739,1580,2867,1728,27.5097713470459,-0.6551209688186646,-18.662887573242188,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30341,170524_1030_101/,G0018388.jpg,1428,1328,1543,1462,28.292783737182607,-1.892671585083008,-8.649921417236326,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30342,170524_1030_101/,G0018388.jpg,2377,1054,2451,1140,6.5698676109313965,-10.11958122253418,5.203125476837158,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30343,170524_1030_101/,G0018388.jpg,738,1296,857,1435,16.118589401245114,1.111138939857483,-2.808910608291626,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30344,170524_1030_101/,G0018388.jpg,262,1362,375,1493,27.562318801879893,2.7308807373046875,-7.325784206390381,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30345,170524_1030_101/,G0018388.jpg,2849,1100,2922,1185,50.04407501220703,46.51277160644531,-27.18067741394043,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30346,170524_1030_101/,G0018388.jpg,869,988,946,1077,68.900146484375,36.76275253295898,-27.57006645202637,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30347,170524_1030_101/,G0018389.jpg,1937,1101,2009,1185,5.24641227722168,-7.003803253173827,-3.42036771774292,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30348,170524_1030_101/,G0018389.jpg,1802,966,1866,1041,11.394062042236328,-4.162652015686035,7.849843502044678,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30349,170524_1030_101/,G0018389.jpg,2739,1580,2866,1728,27.49170684814453,-0.775508463382721,-17.296699523925778,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30350,170524_1030_101/,G0018389.jpg,575,1008,661,1107,18.507551193237305,-6.395417213439941,14.052582740783693,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
30351,170524_1030_101/,G0018389.jpg,1418,1335,1529,1464,4.304473400115967,-15.717050552368164,-8.172462463378906,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30352,170524_1030_101/,G0018389.jpg,2196,965,2267,1047,5.587137222290039,-20.790245056152344,-10.642441749572754,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30353,170524_1030_101/,G0018389.jpg,2378,1054,2452,1140,5.033121109008789,-9.878218650817873,5.516566276550293,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30354,170524_1030_101/,G0018389.jpg,738,1295,858,1434,14.747187614440918,-0.5220500230789185,-4.7127509117126465,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30355,170524_1030_101/,G0018389.jpg,1058,922,1137,1014,32.927528381347656,-7.422011852264402,-7.704818248748777,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30356,170524_1030_101/,G0018389.jpg,252,1353,369,1489,21.67042350769043,-3.029688596725464,-14.34975528717041,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30357,170524_1030_101/,G0018389.jpg,2850,1100,2921,1183,52.65656661987305,49.0158576965332,-30.07494926452637,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30358,170524_1030_101/,G0018390.jpg,2348,954,2410,1026,2.524406909942627,5.2095866203308105,-2.8556995391845703,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30359,170524_1030_101/,G0018390.jpg,2734,1586,2860,1733,19.69557762145996,-0.2116975039243698,-7.799604892730713,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30360,170524_1030_101/,G0018390.jpg,1937,1101,2009,1184,5.158938407897949,-6.940530776977539,-6.168276309967041,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30361,170524_1030_101/,G0018390.jpg,583,1009,668,1108,-0.3315480351448059,8.704281806945799,7.465898036956787,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
30362,170524_1030_101/,G0018390.jpg,1111,939,1193,1033,38.06614303588867,-3.878188610076904,0.35342854261398315,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30363,170524_1030_101/,G0018390.jpg,1405,1330,1526,1471,27.40969657897949,-10.90554904937744,-3.922921657562256,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30364,170524_1030_101/,G0018390.jpg,2198,963,2271,1048,-0.4742591977119446,-20.8186149597168,-8.772673606872559,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30365,170524_1030_101/,G0018390.jpg,739,1298,855,1433,14.054561614990234,0.715849757194519,-3.147156238555908,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30366,170524_1030_101/,G0018390.jpg,2375,1054,2450,1141,10.370870590209961,-10.946778297424316,5.5393877029418945,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
30367,170524_1030_101/,G0018390.jpg,3288,1434,3384,1546,17.012514114379886,22.98536872863769,-16.757596969604492,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30368,170524_1030_101/,G0018390.jpg,258,1364,370,1494,23.22469520568848,-3.6783263683319087,-2.949569702148437,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30369,170524_1030_101/,G0018390.jpg,863,1145,956,1253,1.1713309288024902,-7.807424545288086,-18.507518768310547,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30370,170524_1030_101/,G0018391.jpg,1108,945,1189,1039,13.789552688598633,-13.798407554626465,-4.697957992553711,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30371,170524_1030_101/,G0018391.jpg,2736,1583,2862,1729,16.868675231933597,2.2093095779418945,-13.21221923828125,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30372,170524_1030_101/,G0018391.jpg,1937,1102,2008,1184,5.239001274108887,-7.769054889678955,-3.8988630771636963,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30373,170524_1030_101/,G0018391.jpg,2349,953,2410,1024,-1.979421854019165,2.6382365226745605,-6.330810546875,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30374,170524_1030_101/,G0018391.jpg,571,1009,661,1114,11.261157989501953,-9.992192268371582,13.182144165039062,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY
30375,170524_1030_101/,G0018391.jpg,1800,973,1863,1046,17.400392532348633,-1.162134885787964,1.359926700592041,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30376,170524_1030_101/,G0018391.jpg,1412,1324,1534,1466,12.568775177001953,-12.749345779418945,-9.909995079040527,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30377,170524_1030_101/,G0018391.jpg,220,1029,319,1145,9.906845092773438,-9.567203521728516,7.038673400878906,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30378,170524_1030_101/,G0018391.jpg,743,1300,858,1433,11.240612030029297,-1.0002901554107666,-3.331120729446411,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30379,170524_1030_101/,G0018391.jpg,2376,1055,2451,1141,8.031227111816406,-11.154410362243652,6.584533214569093,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30380,170524_1030_101/,G0018391.jpg,3277,1420,3382,1542,11.86741828918457,24.53159523010254,-12.800049781799315,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30381,170524_1030_101/,G0018391.jpg,2200,967,2271,1050,2.0276224613189697,-20.712234497070312,-5.263394355773926,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30382,170524_1030_101/,G0018391.jpg,864,1146,956,1253,0.18080635368824005,-6.511775970458984,-18.822452545166016,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30383,170524_1030_101/,G0018391.jpg,253,1357,369,1492,22.1939697265625,-4.325467109680177,-10.845643997192383,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30384,170524_1030_101/,G0018391.jpg,852,984,921,1063,74.20073699951172,26.39955902099609,-11.149312019348145,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30385,170524_1030_101/,G0018392.jpg,1939,1101,2010,1184,0.8337088227272034,-7.458693981170652,-5.632105350494385,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30386,170524_1030_101/,G0018392.jpg,1108,947,1188,1041,11.839447021484375,-14.123538970947266,-5.8312835693359375,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30387,170524_1030_101/,G0018392.jpg,2845,1083,2922,1173,21.34720802307129,32.74237060546875,-7.688407897949219,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30388,170524_1030_101/,G0018392.jpg,2736,1586,2863,1733,19.286962509155273,0.1728973239660263,-8.956001281738281,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30389,170524_1030_101/,G0018392.jpg,2348,955,2407,1024,-2.758553028106689,2.9603240489959717,-6.073007583618164,Likelihood.UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30390,170524_1030_101/,G0018392.jpg,573,1008,662,1112,12.572261810302734,-9.439535140991213,10.78357982635498,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY
30391,170524_1030_101/,G0018392.jpg,1798,974,1860,1046,18.9804744720459,-2.005462169647217,5.475978851318359,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30392,170524_1030_101/,G0018392.jpg,1413,1331,1527,1464,17.13321876525879,-11.847668647766113,-10.898884773254396,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30393,170524_1030_101/,G0018392.jpg,843,965,920,1055,34.428466796875,24.338510513305664,-6.31399393081665,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30394,170524_1030_101/,G0018392.jpg,749,1301,862,1433,2.95296311378479,0.13339333236217502,-3.33219575881958,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30395,170524_1030_101/,G0018392.jpg,2984,962,3037,1024,25.84994125366211,10.13814640045166,-15.399840354919435,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30396,170524_1030_101/,G0018392.jpg,2195,967,2267,1051,13.469286918640135,-19.02460479736328,-7.866702079772949,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30397,170524_1030_101/,G0018392.jpg,2377,1054,2451,1140,6.127431392669678,-10.410327911376953,5.1777024269104,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30398,170524_1030_101/,G0018392.jpg,3616,992,3695,1083,0.3600930869579315,-18.952531814575195,1.9955387115478518,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30399,170524_1030_101/,G0018392.jpg,3286,1399,3401,1533,32.065109252929695,24.288555145263672,-28.629358291625977,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30400,170524_1030_101/,G0018392.jpg,2211,843,2265,907,17.900522232055664,-5.3291544914245605,6.271966934204103,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30401,170524_1030_101/,G0018392.jpg,861,1142,959,1256,0.6520426869392395,-6.332530498504639,-16.939397811889652,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30402,170524_1030_101/,G0018392.jpg,253,1359,364,1488,25.075838088989247,-2.085573673248291,-14.306857109069824,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30403,170524_1030_101/,G0018393.jpg,2848,1081,2924,1170,18.1280460357666,33.47222900390625,-11.031916618347168,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30404,170524_1030_101/,G0018393.jpg,1084,947,1166,1042,0.5958471298217773,-28.4337158203125,0.05876265838742256,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30405,170524_1030_101/,G0018393.jpg,1938,1101,2009,1184,4.221998214721681,-7.336875915527344,-5.4974565505981445,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30406,170524_1030_101/,G0018393.jpg,2978,951,3036,1018,17.466758728027347,8.554179191589355,-5.141536235809326,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30407,170524_1030_101/,G0018393.jpg,1799,973,1861,1045,13.58070468902588,-2.1746873855590816,3.1445868015289307,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30408,170524_1030_101/,G0018393.jpg,2346,954,2407,1025,4.172832012176514,1.6052136421203607,-8.174492835998535,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30409,170524_1030_101/,G0018393.jpg,2196,966,2268,1050,10.150543212890623,-18.41733169555664,-10.765239715576172,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30410,170524_1030_101/,G0018393.jpg,2740,1585,2865,1731,14.606958389282227,-0.04657562077045442,-12.718403816223145,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
