,dir_name,img_file,bound_left,bound_top,bound_right,bound_bot,pan,roll,tilt,anger,joy,sorrow,surprise
30411,170524_1030_101/,G0018393.jpg,574,1010,662,1112,13.937379837036133,-9.18032932281494,11.609112739562988,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
30412,170524_1030_101/,G0018393.jpg,2376,1055,2450,1140,8.641678810119629,-11.469329833984375,4.88918399810791,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30413,170524_1030_101/,G0018393.jpg,739,1302,857,1439,2.522487163543701,-5.430673122406006,-2.523026704788208,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30414,170524_1030_101/,G0018393.jpg,2607,1199,2681,1285,28.22282409667969,-1.6826732158660889,-19.28384780883789,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30415,170524_1030_101/,G0018393.jpg,1728,879,1789,949,-2.370051860809326,-3.0643794536590576,-6.129873752593994,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30416,170524_1030_101/,G0018393.jpg,1399,1338,1518,1476,39.16742706298828,-10.81936740875244,1.8976943492889404,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30417,170524_1030_101/,G0018393.jpg,3291,1396,3400,1522,27.50954818725586,12.947979927062988,-22.73284912109375,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30418,170524_1030_101/,G0018393.jpg,865,1147,956,1252,-0.2613089978694916,-6.038078784942628,-20.686872482299805,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30419,170524_1030_101/,G0018393.jpg,254,1360,367,1492,20.2810001373291,-2.6425671577453613,-13.832955360412598,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30420,170524_1030_101/,G0018394.jpg,2847,1084,2924,1173,19.415796279907227,33.467544555664055,-3.693681478500366,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30421,170524_1030_101/,G0018394.jpg,1938,1102,2009,1185,2.8398959636688232,-7.172132968902588,-5.822620391845702,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30422,170524_1030_101/,G0018394.jpg,2739,1584,2863,1728,16.493061065673828,-0.9808128476142884,-18.201330184936523,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30423,170524_1030_101/,G0018394.jpg,1079,947,1163,1045,-2.18445372581482,-30.130390167236328,5.9737911224365225,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30424,170524_1030_101/,G0018394.jpg,578,1009,665,1110,8.294858932495117,-8.760986328125,7.920290470123291,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
30425,170524_1030_101/,G0018394.jpg,2348,956,2408,1025,-0.03230949118733406,2.251101493835449,-4.91798210144043,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30426,170524_1030_101/,G0018394.jpg,733,1300,849,1435,4.960691452026367,-0.2184071391820908,-10.946905136108398,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30427,170524_1030_101/,G0018394.jpg,1798,973,1860,1046,14.919844627380373,-1.3904359340667725,2.69563102722168,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30428,170524_1030_101/,G0018394.jpg,1727,882,1783,947,5.402780532836914,-0.7094267010688782,-6.227538108825684,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30429,170524_1030_101/,G0018394.jpg,1411,1326,1531,1467,17.7053165435791,-11.469965934753418,-8.576155662536621,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30430,170524_1030_101/,G0018394.jpg,820,959,895,1047,28.15697288513184,11.906232833862305,1.5700044631958008,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30431,170524_1030_101/,G0018394.jpg,2375,1054,2450,1140,9.221990585327148,-10.303213119506836,4.356204032897948,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30432,170524_1030_101/,G0018394.jpg,2610,1193,2692,1289,20.184871673583984,-13.334405899047852,-13.971047401428224,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30433,170524_1030_101/,G0018394.jpg,2200,969,2269,1049,4.057981491088866,-15.708355903625488,-7.4090752601623535,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30434,170524_1030_101/,G0018394.jpg,2981,956,3037,1021,21.63383674621582,16.50282859802246,-10.06549072265625,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30435,170524_1030_101/,G0018394.jpg,2706,1437,2822,1572,-4.6448235511779785,15.22592544555664,-13.733458518981935,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30436,170524_1030_101/,G0018394.jpg,2572,809,2619,863,8.434657096862793,3.104313373565674,4.326961517333984,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30437,170524_1030_101/,G0018394.jpg,1326,1019,1414,1121,36.49496078491211,-10.221360206604004,-6.954682350158691,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30438,170524_1030_101/,G0018394.jpg,3623,993,3701,1083,7.42764949798584,-21.244831085205078,-1.2764350175857544,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30439,170524_1030_101/,G0018394.jpg,259,1351,378,1489,19.999210357666016,-0.4450186789035797,-20.37247085571289,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30440,170524_1030_101/,G0018394.jpg,862,1149,956,1258,3.063657283782959,-5.196070671081543,-11.921380996704102,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30441,170524_1030_101/,G0018394.jpg,3288,1412,3386,1525,34.287425994873054,15.066974639892578,-5.000659942626953,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30442,170524_1030_101/,G0018395.jpg,2349,956,2409,1025,2.8427546024322514,3.3429484367370605,-7.728202819824219,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30443,170524_1030_101/,G0018395.jpg,1937,1102,2009,1185,4.86549711227417,-7.738770484924316,-4.360841274261476,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
30444,170524_1030_101/,G0018395.jpg,2846,1083,2922,1171,23.874345779418945,32.80935287475586,-3.7536871433258057,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30445,170524_1030_101/,G0018395.jpg,578,1008,664,1108,11.241986274719238,-8.18666934967041,4.24760103225708,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY
30446,170524_1030_101/,G0018395.jpg,2739,1583,2864,1729,14.040075302124025,-2.3133490085601807,-17.916410446166992,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30447,170524_1030_101/,G0018395.jpg,1797,974,1859,1046,16.265602111816403,-3.545478343963623,3.2339439392089844,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30448,170524_1030_101/,G0018395.jpg,2614,1191,2697,1287,1.4844642877578735,-19.2122802734375,-5.464754104614258,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30449,170524_1030_101/,G0018395.jpg,1410,1328,1529,1467,19.85574722290039,-11.536348342895508,-9.269230842590332,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30450,170524_1030_101/,G0018395.jpg,1721,887,1778,953,4.780323028564453,0.1477167159318924,-2.862706422805786,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30451,170524_1030_101/,G0018395.jpg,2704,1433,2821,1569,10.304731369018556,15.43761920928955,-20.79759407043457,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30452,170524_1030_101/,G0018395.jpg,2376,1055,2450,1140,8.802098274230957,-11.031888961791992,5.363478183746338,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30453,170524_1030_101/,G0018395.jpg,2202,968,2273,1051,-1.8266221284866333,-18.69747734069824,-3.2840681076049805,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30454,170524_1030_101/,G0018395.jpg,3633,994,3710,1083,-7.345259189605713,-3.787047863006592,4.707979202270508,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30455,170524_1030_101/,G0018395.jpg,3294,1413,3393,1528,21.46673583984375,12.168783187866213,-8.188203811645508,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30456,170524_1030_101/,G0018395.jpg,711,1308,830,1446,-62.98744583129883,-12.90281581878662,-5.536667823791504,Likelihood.VERY_UNLIKELY,Likelihood.LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30457,170524_1030_101/,G0018395.jpg,866,1150,954,1252,0.6316215395927429,-4.58824348449707,-18.563926696777344,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30458,170524_1030_101/,G0018395.jpg,2210,844,2265,909,2.3695900440216064,-5.89468240737915,13.314764022827148,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30459,170524_1030_101/,G0018395.jpg,254,1369,362,1495,24.89123725891113,1.9896224737167358,-6.476502895355225,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30460,170524_1030_101/,G0018396.jpg,1937,1102,2008,1185,7.06518030166626,-6.826786041259767,-6.089337348937987,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30461,170524_1030_101/,G0018396.jpg,2353,952,2412,1021,1.5520033836364746,2.964294910430908,-14.893710136413574,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30462,170524_1030_101/,G0018396.jpg,583,1009,670,1110,12.753975868225098,-10.426828384399414,6.867712020874023,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY
30463,170524_1030_101/,G0018396.jpg,2736,1580,2862,1727,13.974783897399902,-1.3445312976837158,-19.788410186767575,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30464,170524_1030_101/,G0018396.jpg,1724,890,1783,959,7.247367858886719,2.735443592071533,-1.5609902143478394,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30465,170524_1030_101/,G0018396.jpg,2205,967,2276,1050,-10.953534126281738,-20.24803352355957,-1.2381712198257446,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30466,170524_1030_101/,G0018396.jpg,1801,975,1860,1044,10.03802490234375,-2.738107442855835,3.080306053161621,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30467,170524_1030_101/,G0018396.jpg,2613,1194,2696,1291,24.593135833740234,-16.46897315979004,-14.373255729675293,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30468,170524_1030_101/,G0018396.jpg,731,1300,848,1436,-2.52644419670105,-13.312477111816404,-5.315277099609375,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30469,170524_1030_101/,G0018396.jpg,1416,1327,1535,1465,15.0451021194458,-10.86859130859375,-9.903959274291992,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30470,170524_1030_101/,G0018396.jpg,2977,952,3039,1025,27.837217330932607,21.170886993408203,-14.392352104187012,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30471,170524_1030_101/,G0018396.jpg,2375,1055,2450,1142,9.526700973510742,-11.182324409484863,7.269830226898192,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30472,170524_1030_101/,G0018396.jpg,2707,1437,2824,1572,2.8602416515350337,12.79778289794922,-17.686811447143555,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30473,170524_1030_101/,G0018396.jpg,3292,1414,3393,1530,16.983470916748047,14.320828437805176,-5.992734909057617,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30474,170524_1030_101/,G0018396.jpg,2951,1332,3048,1445,40.56600570678711,8.990413665771484,-4.781795024871826,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30475,170524_1030_101/,G0018396.jpg,2850,1090,2920,1171,40.4478874206543,43.04081344604492,-20.77157592773437,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30476,170524_1030_101/,G0018396.jpg,251,1354,370,1492,21.771434783935547,-3.5640685558319087,-15.29928207397461,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30477,170524_1030_101/,G0018396.jpg,803,959,879,1046,56.68190002441406,0.9784266352653505,-7.956068992614746,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30478,170524_1030_101/,G0018397.jpg,2978,951,3036,1019,14.53795337677002,7.36752462387085,-11.024393081665039,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30479,170524_1030_101/,G0018397.jpg,2344,955,2405,1026,-15.001729965209961,-0.3498095870018005,-8.235998153686522,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30480,170524_1030_101/,G0018397.jpg,2733,1578,2859,1724,16.43528175354004,1.861579418182373,-22.500097274780273,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30481,170524_1030_101/,G0018397.jpg,1938,1102,2009,1185,4.583043098449707,-6.9522457122802725,-4.916848659515381,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30482,170524_1030_101/,G0018397.jpg,1807,971,1869,1042,13.357742309570312,0.2832103371620178,-2.4002685546875,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30483,170524_1030_101/,G0018397.jpg,1738,886,1795,952,12.399609565734865,6.174546241760254,-1.387912034988403,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30484,170524_1030_101/,G0018397.jpg,2202,968,2273,1050,-3.2298047542572017,-19.209062576293945,-5.196144104003906,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30485,170524_1030_101/,G0018397.jpg,2375,1054,2450,1141,8.240933418273926,-11.447954177856445,6.008494853973389,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30486,170524_1030_101/,G0018397.jpg,3280,1408,3379,1523,2.3999037742614746,15.69338607788086,-8.729056358337402,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30487,170524_1030_101/,G0018397.jpg,1416,1333,1531,1466,43.11122512817383,-4.491313457489014,-5.71785831451416,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30488,170524_1030_101/,G0018397.jpg,747,1298,861,1431,-0.12512549757957458,-17.411582946777347,-2.1164400577545166,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30489,170524_1030_101/,G0018397.jpg,587,1007,673,1108,48.14237976074219,-21.24140739440918,-1.0050265789031982,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30490,170524_1030_101/,G0018397.jpg,2203,844,2256,905,3.0565786361694336,-5.498827934265137,8.900659561157227,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30491,170524_1030_101/,G0018397.jpg,264,1350,382,1488,21.960996627807614,-0.1208021566271782,-16.986761093139652,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30492,170524_1030_101/,G0018397.jpg,3629,989,3716,1090,-12.892269134521484,11.445420265197756,8.48554515838623,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30493,170524_1030_101/,G0018397.jpg,2848,1091,2920,1175,49.25333023071289,46.8408203125,-20.19455909729004,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30494,170524_1030_101/,G0018397.jpg,2956,1336,3046,1441,66.66357421875,10.849407196044922,-18.65355110168457,Likelihood.VERY_UNLIKELY,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30495,170524_1030_101/,G0018398.jpg,2977,952,3036,1020,11.560575485229492,6.759108066558838,-9.781417846679688,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30496,170524_1030_101/,G0018398.jpg,1939,1103,2010,1186,1.246392846107483,-7.180959701538086,-3.6435728073120117,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30497,170524_1030_101/,G0018398.jpg,2350,955,2409,1023,5.953730583190918,0.8578708171844482,-13.00363063812256,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30498,170524_1030_101/,G0018398.jpg,2729,1588,2850,1729,7.157198905944824,0.8735560178756714,-12.00129508972168,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30499,170524_1030_101/,G0018398.jpg,2196,965,2269,1049,8.869403839111328,-18.31915664672852,-13.59353256225586,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30500,170524_1030_101/,G0018398.jpg,1734,880,1791,946,4.53333044052124,1.4705957174301147,3.096463203430176,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30501,170524_1030_101/,G0018398.jpg,1422,1329,1536,1463,38.23156356811523,-3.6904237270355225,-8.896944999694824,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30502,170524_1030_101/,G0018398.jpg,1837,970,1900,1043,36.86242294311523,8.716156959533691,6.106626510620117,Likelihood.VERY_UNLIKELY,Likelihood.POSSIBLE,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30503,170524_1030_101/,G0018398.jpg,3292,1403,3391,1519,29.30942726135254,8.537778854370117,-14.52971649169922,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30504,170524_1030_101/,G0018398.jpg,584,1007,672,1109,41.5992431640625,-18.122356414794922,0.4092609584331513,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30505,170524_1030_101/,G0018398.jpg,2377,1055,2450,1141,7.60587739944458,-10.409991264343262,7.176339626312256,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30506,170524_1030_101/,G0018398.jpg,3628,985,3712,1083,-3.3514328002929688,8.91263198852539,-1.408724665641785,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30507,170524_1030_101/,G0018398.jpg,886,968,966,1060,29.31053924560547,-0.8796442747116089,-16.342092514038086,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30508,170524_1030_101/,G0018398.jpg,742,1291,865,1433,-4.2884202003479,-17.965877532958984,-2.948357105255127,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30509,170524_1030_101/,G0018398.jpg,2197,848,2253,913,-4.901604175567627,-0.434084415435791,15.515812873840332,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30510,170524_1030_101/,G0018398.jpg,264,1361,374,1489,27.79865264892578,0.11252427101135254,-13.158950805664062,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30511,170524_1030_101/,G0018398.jpg,2851,1093,2920,1173,50.264892578125,48.53816604614258,-22.96570205688477,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30512,170524_1030_101/,G0018399.jpg,1828,965,1891,1039,12.405939102172852,2.2928590774536133,7.614595413208008,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30513,170524_1030_101/,G0018399.jpg,1937,1102,2008,1185,7.213998794555664,-7.303613662719727,-4.0872530937194815,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30514,170524_1030_101/,G0018399.jpg,2977,952,3035,1020,15.978543281555176,7.757786273956299,-9.600811958312988,Likelihood.UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30515,170524_1030_101/,G0018399.jpg,2351,955,2409,1023,13.884596824645994,0.3020164668560028,-6.3239173889160165,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30516,170524_1030_101/,G0018399.jpg,2728,1579,2851,1722,10.813560485839844,-0.7106572985649109,-19.933090209960934,Likelihood.VERY_UNLIKELY,Likelihood.VERY_LIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
30517,170524_1030_101/,G0018399.jpg,2193,967,2265,1050,20.16644287109375,-15.567065238952635,-13.097599983215332,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY,Likelihood.VERY_UNLIKELY
